policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
133513,FL,SANTA ROSA COUNTY,62360,62360,62360,62360,62360,101181.35,0,1239.2,0,0,30.62396,-87.030937,Residential,Wood,1
302562,FL,SANTA ROSA COUNTY,33650,33650,33650,33650,33650,38216.18,0,693,0,0,30.62396,-87.030937,Residential,Wood,1
786229,FL,SANTA ROSA COUNTY,13930000,13930000,13930000,13930000,13930000,16830000,0,0,0,0,30.63878,-87.1168,Commercial,Reinforced Concrete,1
180832,FL,SANTA ROSA COUNTY,350,350,350,350,350,510.3,0,9,0,0,30.63878,-87.1168,Residential,Wood,1
357955,FL,SANTA ROSA COUNTY,350,350,350,350,350,530.71,0,9,0,0,30.63878,-87.1168,Residential,Wood,1
226353,FL,SANTA ROSA COUNTY,270,270,270,270,270,298.6,0,5.3,0,0,30.63878,-87.1168,Residential,Wood,1
261776,FL,SANTA ROSA COUNTY,183050,183050,183050,183050,183050,263503.39,0,3681,0,0,30.63878,-87.1168,Residential,Wood,1
776070,FL,SANTA ROSA COUNTY,530,530,530,530,530,863.27,0,10.8,0,0,30.63878,-87.1168,Residential,Wood,1
732009,FL,SANTA ROSA COUNTY,720,720,720,720,720,871.53,0,13.3,0,0,30.63878,-87.1168,Residential,Wood,1
298883,FL,SANTA ROSA COUNTY,720,720,720,720,720,979.25,0,13.3,0,0,30.63878,-87.1168,Residential,Wood,1
955057,FL,SANTA ROSA COUNTY,180,180,180,180,180,232.79,0,3.6,0,0,30.63878,-87.1168,Residential,Wood,1
697381,FL,SANTA ROSA COUNTY,630,630,630,630,630,595.58,0,12.6,0,0,30.63878,-87.1168,Residential,Wood,1
675985,FL,SANTA ROSA COUNTY,350,350,350,350,350,385.3,0,9,0,0,30.63878,-87.1168,Residential,Wood,1
757133,FL,SANTA ROSA COUNTY,900,900,900,900,900,793.9,0,18,0,0,30.63878,-87.1168,Residential,Wood,1
157133,FL,SANTA ROSA COUNTY,900,900,900,900,900,813.38,0,18,0,0,30.63878,-87.1168,Residential,Wood,1
975363,FL,SANTA ROSA COUNTY,350,350,350,350,350,317.61,0,9,0,0,30.63878,-87.1168,Residential,Wood,1
916232,FL,SANTA ROSA COUNTY,350,350,350,350,350,386.32,0,9,0,0,30.63878,-87.1168,Residential,Wood,1
189698,FL,SANTA ROSA COUNTY,350,350,350,350,350,397.3,0,9,0,0,30.63878,-87.1168,Residential,Wood,1
309997,FL,SANTA ROSA COUNTY,350,350,350,350,350,339.13,0,9,0,0,30.63878,-87.1168,Residential,Wood,1
798130,FL,SANTA ROSA COUNTY,350,350,350,350,350,332.63,0,9,0,0,30.63878,-87.1168,Residential,Wood,1
668031,FL,SANTA ROSA COUNTY,1350602,1350602,1350602,1350602,1350602,2036212.93,0,0,0,0,30.61953,-87.03863,Residential,Masonry,3
513366,FL,SANTA ROSA COUNTY,7200,7200,7200,7200,7200,12591.27,0,133,0,0,30.61953,-87.03863,Residential,Wood,3
239902,FL,SANTA ROSA COUNTY,6660,6660,6660,6660,6660,10935.2,0,133.2,0,0,30.61953,-87.03863,Residential,Wood,3
360585,FL,SANTA ROSA COUNTY,350,350,350,350,350,327.68,0,9,0,0,30.61953,-87.03863,Residential,Wood,3
525525,FL,SANTA ROSA COUNTY,235980,235980,235980,235980,235980,308038.29,0,3719.6,0,0,30.76512,-87.07307,Residential,Wood,1
556230,FL,SANTA ROSA COUNTY,26010,26010,26010,26010,26010,33093.33,0,520.2,0,0,30.76512,-87.07307,Residential,Wood,1
367732,FL,SANTA ROSA COUNTY,12510,12510,12510,12510,12510,18150.63,0,250.2,0,0,30.76512,-87.07307,Residential,Wood,1
882050,FL,SANTA ROSA COUNTY,621567,621567,621567,621567,621567,639318.95,0,0,0,0,30.76512,-87.07307,Residential,Masonry,1
232756,FL,SANTA ROSA COUNTY,26910,26910,26910,26910,26910,31310.32,0,538.2,0,0,30.76512,-87.07307,Residential,Wood,1
253830,FL,SANTA ROSA COUNTY,15570,15570,15570,15570,15570,21915.33,0,311.3,0,0,30.76512,-87.07307,Residential,Wood,1
683332,FL,SANTA ROSA COUNTY,3582,3582,3582,3582,3582,3300.09,0,0,0,0,30.76512,-87.07307,Residential,Wood,1
393138,FL,SANTA ROSA COUNTY,12870,12870,12870,12870,12870,11803.81,0,257.3,0,0,30.76512,-87.07307,Residential,Wood,1
622135,FL,SANTA ROSA COUNTY,83330,83330,83330,83330,83330,85375.03,0,1668.6,0,0,30.76512,-87.07307,Residential,Wood,1
777301,FL,SANTA ROSA COUNTY,83330,83330,83330,83330,83330,75972.69,0,1668.6,0,0,30.76512,-87.07307,Residential,Wood,1
763722,FL,SANTA ROSA COUNTY,1800,1800,1800,1800,1800,2356.06,0,36,0,0,30.76512,-87.07307,Residential,Wood,1
806575,FL,SANTA ROSA COUNTY,1800,1800,1800,1800,1800,1377.17,0,36,0,0,30.76512,-87.07307,Residential,Wood,1
788725,FL,SANTA ROSA COUNTY,270,270,270,270,270,303.8,0,5.3,0,0,30.76512,-87.07307,Residential,Wood,1
858260,FL,SANTA ROSA COUNTY,270,270,270,270,270,336.81,0,5.3,0,0,30.76512,-87.07307,Residential,Wood,1
306216,FL,SANTA ROSA COUNTY,270,270,270,270,270,313.68,0,5.3,0,0,30.76512,-87.07307,Residential,Wood,1
517111,FL,SANTA ROSA COUNTY,270,270,270,270,270,266.28,0,5.3,0,0,30.76512,-87.07307,Residential,Wood,1
333133,FL,SANTA ROSA COUNTY,1800,1800,1800,1800,1800,2366.66,0,36,0,0,30.76512,-87.07307,Residential,Wood,1
953339,FL,SANTA ROSA COUNTY,1800,1800,1800,1800,1800,1727.1,0,36,0,0,30.76512,-87.07307,Residential,Wood,1
573080,FL,SANTA ROSA COUNTY,3150,3150,3150,3150,3150,5019.35,0,63,0,0,30.76512,-87.07307,Residential,Wood,1
221599,FL,SANTA ROSA COUNTY,7650,7650,7650,7650,7650,9630.97,0,153,0,0,30.76512,-87.07307,Residential,Wood,1
622153,FL,SANTA ROSA COUNTY,12150,12150,12150,12150,12150,18030.21,0,233,0,0,30.76512,-87.07307,Residential,Wood,1
783082,FL,SANTA ROSA COUNTY,12150,12150,12150,12150,12150,16879.35,0,233,0,0,30.76512,-87.07307,Residential,Wood,1
210729,FL,SANTA ROSA COUNTY,12150,12150,12150,12150,12150,16593.23,0,233,0,0,30.76512,-87.07307,Residential,Wood,1
626392,FL,SANTA ROSA COUNTY,12150,12150,12150,12150,12150,11108.13,0,233,0,0,30.76512,-87.07307,Residential,Wood,1
377237,FL,SANTA ROSA COUNTY,17730,17730,17730,17730,17730,19733.83,0,353.6,0,0,30.76512,-87.07307,Residential,Wood,1
222090,FL,SANTA ROSA COUNTY,350,350,350,350,350,655.57,0,9,0,0,30.76512,-87.07307,Residential,Wood,1
268326,FL,SANTA ROSA COUNTY,350,350,350,350,350,359.51,0,9,0,0,30.76512,-87.07307,Residential,Wood,1
376216,FL,SANTA ROSA COUNTY,350,350,350,350,350,531.73,0,9,0,0,30.76512,-87.07307,Residential,Wood,1
627938,FL,SANTA ROSA COUNTY,350,350,350,350,350,552.3,0,9,0,0,30.76512,-87.07307,Residential,Wood,1
886056,FL,SANTA ROSA COUNTY,86300,86300,86300,86300,86300,113373.61,0,1728,0,0,30.76512,-87.07307,Residential,Wood,1
930699,FL,SANTA ROSA COUNTY,8101602,8101602,8101602,8101602,8101602,7305538.59,0,0,0,0,30.62837,-87.06583,Commercial,Reinforced Masonry,1
871533,FL,SANTA ROSA COUNTY,5353,5353,5353,5353,5353,8253.35,0,0,0,0,30.62837,-87.06583,Residential,Wood,1
730688,FL,SANTA ROSA COUNTY,3500,3500,3500,3500,3500,5038.08,0,90,0,0,30.62837,-87.06583,Residential,Wood,1
832692,FL,SANTA ROSA COUNTY,336986,336986,336986,336986,336986,730955.22,0,0,0,0,30.62837,-87.06583,Residential,Masonry,1
231853,FL,SANTA ROSA COUNTY,18900,18900,18900,18900,18900,23911.39,0,378,0,0,30.62837,-87.06583,Residential,Wood,1
362739,FL,SANTA ROSA COUNTY,1800,1800,1800,1800,1800,2337.13,0,36,0,0,30.62837,-87.06583,Residential,Wood,1
336853,FL,SANTA ROSA COUNTY,270,270,270,270,270,353.09,0,5.3,0,0,30.62837,-87.06583,Residential,Wood,1
306392,FL,SANTA ROSA COUNTY,270,270,270,270,270,312.93,0,5.3,0,0,30.62837,-87.06583,Residential,Wood,1
117802,FL,SANTA ROSA COUNTY,270,270,270,270,270,333.3,0,5.3,0,0,30.62837,-87.06583,Residential,Wood,1
506727,FL,SANTA ROSA COUNTY,270,270,270,270,270,252.59,0,5.3,0,0,30.62837,-87.06583,Residential,Wood,1
351852,FL,SANTA ROSA COUNTY,270,270,270,270,270,386.37,0,5.3,0,0,30.62837,-87.06583,Residential,Wood,1
685633,FL,SANTA ROSA COUNTY,270,270,270,270,270,217.73,0,5.3,0,0,30.62837,-87.06583,Residential,Wood,1
639391,FL,SANTA ROSA COUNTY,151200,151200,151200,151200,151200,207688.32,0,3023,0,0,30.62837,-87.06583,Residential,Wood,1
728305,FL,SANTA ROSA COUNTY,2330,2330,2330,2330,2330,1779.13,0,38.6,0,0,30.62837,-87.06583,Residential,Wood,1
973192,FL,SANTA ROSA COUNTY,530,530,530,530,530,393.57,0,10.8,0,0,30.62837,-87.06583,Residential,Wood,1
196328,FL,SANTA ROSA COUNTY,530,530,530,530,530,701.37,0,10.8,0,0,30.62837,-87.06583,Residential,Wood,1
156381,FL,SANTA ROSA COUNTY,530,530,530,530,530,917.09,0,10.8,0,0,30.62837,-87.06583,Residential,Wood,1
357968,FL,SANTA ROSA COUNTY,530,530,530,530,530,505.31,0,10.8,0,0,30.62837,-87.06583,Residential,Wood,1
802387,FL,SANTA ROSA COUNTY,720,720,720,720,720,686.9,0,13.3,0,0,30.62837,-87.06583,Residential,Wood,1
629835,FL,SANTA ROSA COUNTY,360,360,360,360,360,373.16,0,7.2,0,0,30.62837,-87.06583,Residential,Wood,1
352336,FL,SANTA ROSA COUNTY,90,90,90,90,90,126.97,0,1.8,0,0,30.62837,-87.06583,Residential,Wood,1
960353,FL,SANTA ROSA COUNTY,90,90,90,90,90,91.39,0,1.8,0,0,30.62837,-87.06583,Residential,Wood,1
533137,FL,SANTA ROSA COUNTY,90,90,90,90,90,106.63,0,1.8,0,0,30.62837,-87.06583,Residential,Wood,1
197723,FL,SANTA ROSA COUNTY,90,90,90,90,90,87.58,0,1.8,0,0,30.62837,-87.06583,Residential,Wood,1
989709,FL,SANTA ROSA COUNTY,350,350,350,350,350,339.85,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
196733,FL,SANTA ROSA COUNTY,350,350,350,350,350,363.89,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
922052,FL,SANTA ROSA COUNTY,350,350,350,350,350,389.23,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
916812,FL,SANTA ROSA COUNTY,350,350,350,350,350,593.37,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
970187,FL,SANTA ROSA COUNTY,350,350,350,350,350,653.98,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
660312,FL,SANTA ROSA COUNTY,350,350,350,350,350,715.72,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
366590,FL,SANTA ROSA COUNTY,350,350,350,350,350,501.28,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
667721,FL,SANTA ROSA COUNTY,350,350,350,350,350,559.16,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
160188,FL,SANTA ROSA COUNTY,350,350,350,350,350,396.31,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
990252,FL,SANTA ROSA COUNTY,350,350,350,350,350,598.03,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
356261,FL,SANTA ROSA COUNTY,350,350,350,350,350,550.8,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
691323,FL,SANTA ROSA COUNTY,350,350,350,350,350,609.1,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
891363,FL,SANTA ROSA COUNTY,350,350,350,350,350,559.16,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
213105,FL,SANTA ROSA COUNTY,350,350,350,350,350,318.69,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
333352,FL,SANTA ROSA COUNTY,350,350,350,350,350,693.01,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
869735,FL,SANTA ROSA COUNTY,350,350,350,350,350,353.31,0,9,0,0,30.62837,-87.06583,Residential,Wood,1
956512,FL,SANTA ROSA COUNTY,1202769,1202769,1202769,1202769,1202769,1219236.93,0,0,0,0,30.630833,-87.091383,Residential,Masonry,1
333327,FL,SANTA ROSA COUNTY,389169,389169,389169,389169,389169,380370.29,0,0,0,0,30.630833,-87.091383,Residential,Masonry,1
286658,FL,SANTA ROSA COUNTY,1031867,1031867,1031867,1031867,1031867,1163830.23,0,0,0,0,30.630833,-87.091383,Residential,Masonry,1
961338,FL,SANTA ROSA COUNTY,782730,782730,782730,782730,782730,767963.58,0,15653.6,0,0,30.630833,-87.091383,Residential,Masonry,1
175028,FL,SANTA ROSA COUNTY,1186290,1186290,1186290,1186290,1186290,1970157.22,0,23725.8,0,0,30.630833,-87.091383,Residential,Masonry,1
289633,FL,SANTA ROSA COUNTY,627210,627210,627210,627210,627210,1070853.19,0,12533.2,0,0,30.630833,-87.091383,Residential,Masonry,1
232576,FL,SANTA ROSA COUNTY,67310,67310,67310,67310,67310,63987.96,0,1338.2,0,0,30.630833,-87.091383,Residential,Wood,1
383313,FL,SANTA ROSA COUNTY,72530,72530,72530,72530,72530,89877.06,0,1350.8,0,0,30.630833,-87.091383,Residential,Wood,1
915622,FL,SANTA ROSA COUNTY,65520,65520,65520,65520,65520,93611.8,0,1310.3,0,0,30.630833,-87.091383,Residential,Wood,1
639536,FL,SANTA ROSA COUNTY,67310,67310,67310,67310,67310,71320.86,0,1338.2,0,0,30.630833,-87.091383,Residential,Wood,1
527823,FL,SANTA ROSA COUNTY,270,270,270,270,270,232.39,0,5.3,0,0,30.630833,-87.091383,Residential,Wood,1
637390,FL,SANTA ROSA COUNTY,270,270,270,270,270,202.36,0,5.3,0,0,30.630833,-87.091383,Residential,Wood,1
111659,FL,SANTA ROSA COUNTY,270,270,270,270,270,265.35,0,5.3,0,0,30.630833,-87.091383,Residential,Wood,1
397866,FL,SANTA ROSA COUNTY,270,270,270,270,270,225.72,0,5.3,0,0,30.630833,-87.091383,Residential,Wood,1
805605,FL,SANTA ROSA COUNTY,270,270,270,270,270,286.16,0,5.3,0,0,30.630833,-87.091383,Residential,Wood,1
201650,FL,SANTA ROSA COUNTY,270,270,270,270,270,331.22,0,5.3,0,0,30.630833,-87.091383,Residential,Wood,1
693211,FL,SANTA ROSA COUNTY,270,270,270,270,270,227.02,0,5.3,0,0,30.630833,-87.091383,Residential,Wood,1
200733,FL,SANTA ROSA COUNTY,5030,5030,5030,5030,5030,3532.62,0,100.8,0,0,30.630833,-87.091383,Residential,Wood,1
752398,FL,SANTA ROSA COUNTY,3230,3230,3230,3230,3230,3528.38,0,83.6,0,0,30.630833,-87.091383,Residential,Wood,1
656313,FL,SANTA ROSA COUNTY,180,180,180,180,180,271.39,0,3.6,0,0,30.630833,-87.091383,Residential,Wood,1
667759,FL,SANTA ROSA COUNTY,180,180,180,180,180,173.33,0,3.6,0,0,30.630833,-87.091383,Residential,Wood,1
983067,FL,SANTA ROSA COUNTY,180,180,180,180,180,235.32,0,3.6,0,0,30.630833,-87.091383,Residential,Wood,1
912773,FL,SANTA ROSA COUNTY,180,180,180,180,180,207.63,0,3.6,0,0,30.630833,-87.091383,Residential,Wood,1
158327,FL,SANTA ROSA COUNTY,180,180,180,180,180,188.73,0,3.6,0,0,30.630833,-87.091383,Residential,Wood,1
378350,FL,SANTA ROSA COUNTY,180,180,180,180,180,232.7,0,3.6,0,0,30.630833,-87.091383,Residential,Wood,1
852261,FL,SANTA ROSA COUNTY,180,180,180,180,180,255.96,0,3.6,0,0,30.630833,-87.091383,Residential,Wood,1
937368,FL,SANTA ROSA COUNTY,180,180,180,180,180,230.05,0,3.6,0,0,30.630833,-87.091383,Residential,Wood,1
628552,FL,SANTA ROSA COUNTY,180,180,180,180,180,317.68,0,3.6,0,0,30.630833,-87.091383,Residential,Wood,1
593628,FL,SANTA ROSA COUNTY,180,180,180,180,180,135.93,0,3.6,0,0,30.630833,-87.091383,Residential,Wood,1
383606,FL,SANTA ROSA COUNTY,350,350,350,350,350,583.77,0,9,0,0,30.630833,-87.091383,Residential,Wood,1
601869,FL,SANTA ROSA COUNTY,350,350,350,350,350,526.35,0,9,0,0,30.630833,-87.091383,Residential,Wood,1
567323,FL,SANTA ROSA COUNTY,350,350,350,350,350,637.29,0,9,0,0,30.630833,-87.091383,Residential,Wood,1
511313,FL,SANTA ROSA COUNTY,900,900,900,900,900,1073.23,0,18,0,0,30.630833,-87.091383,Residential,Wood,1
873573,FL,SANTA ROSA COUNTY,10890000,10890000,10890000,10890000,10890000,11790000,0,0,0,0,30.65023,-87.03338,Commercial,Reinforced Concrete,1
358872,FL,SANTA ROSA COUNTY,17730,17730,17730,17730,17730,26367.88,0,353.6,0,0,30.65023,-87.03338,Residential,Wood,1
866233,FL,SANTA ROSA COUNTY,15570,15570,15570,15570,15570,22575.81,0,311.3,0,0,30.65023,-87.03338,Residential,Wood,1
981166,FL,SANTA ROSA COUNTY,81530,81530,81530,81530,81530,89190.9,0,1630.8,0,0,30.65023,-87.03338,Residential,Wood,1
938113,FL,SANTA ROSA COUNTY,115020,115020,115020,115020,115020,138535.91,0,2300.3,0,0,30.65023,-87.03338,Residential,Wood,1
520239,FL,SANTA ROSA COUNTY,530,530,530,530,530,783.82,0,10.8,0,0,30.65023,-87.03338,Residential,Wood,1
386263,FL,SANTA ROSA COUNTY,530,530,530,530,530,732.35,0,10.8,0,0,30.65023,-87.03338,Residential,Wood,1
308058,FL,SANTA ROSA COUNTY,13320,13320,13320,13320,13320,11738.65,0,266.3,0,0,30.65023,-87.03338,Residential,Wood,1
368102,FL,SANTA ROSA COUNTY,3590,3590,3590,3590,3590,3303.38,0,91.8,0,0,30.65023,-87.03338,Residential,Wood,1
559760,FL,SANTA ROSA COUNTY,2250,2250,2250,2250,2250,3316.58,0,35,0,0,30.65023,-87.03338,Residential,Wood,1
632227,FL,SANTA ROSA COUNTY,350,350,350,350,350,588.82,0,9,0,0,30.65023,-87.03338,Residential,Wood,1
651083,FL,SANTA ROSA COUNTY,350,350,350,350,350,772.2,0,9,0,0,30.65023,-87.03338,Residential,Wood,1
661673,FL,SANTA ROSA COUNTY,350,350,350,350,350,689.03,0,9,0,0,30.65023,-87.03338,Residential,Wood,1
832526,FL,SANTA ROSA COUNTY,2377952,2377952,2377952,2377952,2377952,3896529.96,0,0,0,0,30.63261,-87.0353,Commercial,Reinforced Masonry,1
693302,FL,SANTA ROSA COUNTY,1101762,1101762,1101762,1101762,1101762,937198.01,0,0,0,0,30.63261,-87.0353,Residential,Masonry,1
386965,FL,SANTA ROSA COUNTY,21780,21780,21780,21780,21780,30933.91,0,335.6,0,0,30.63261,-87.0353,Residential,Wood,1
583909,FL,SANTA ROSA COUNTY,13059,13059,13059,13059,13059,13928.21,0,0,0,0,30.63261,-87.0353,Residential,Wood,1
638996,FL,SANTA ROSA COUNTY,91197,91197,91197,91197,91197,126713.39,0,0,0,0,30.63261,-87.0353,Residential,Wood,1
713015,FL,SANTA ROSA COUNTY,1576890,1576890,1576890,1576890,1576890,1731927.31,0,31537.8,0,0,30.63261,-87.0353,Residential,Masonry,1
913551,FL,SANTA ROSA COUNTY,1225538,1225538,1225538,1225538,1225538,1131053.35,0,0,0,0,30.63261,-87.0353,Residential,Masonry,1
736029,FL,SANTA ROSA COUNTY,537389,537389,537389,537389,537389,657512.72,0,0,0,0,30.63261,-87.0353,Residential,Masonry,1
886330,FL,SANTA ROSA COUNTY,15263,15263,15263,15263,15263,13568.29,0,0,0,0,30.63261,-87.0353,Residential,Wood,1
237176,FL,SANTA ROSA COUNTY,12780,12780,12780,12780,12780,13886.13,0,255.6,0,0,30.63261,-87.0353,Residential,Wood,1
653521,FL,SANTA ROSA COUNTY,26360,26360,26360,26360,26360,31383.03,0,529.2,0,0,30.63261,-87.0353,Residential,Wood,1
731891,FL,SANTA ROSA COUNTY,15263,15263,15263,15263,15263,13139.73,0,0,0,0,30.63261,-87.0353,Residential,Wood,1
653376,FL,SANTA ROSA COUNTY,23076,23076,23076,23076,23076,19938.05,0,0,0,0,30.63261,-87.0353,Residential,Wood,1
173666,FL,SANTA ROSA COUNTY,73880,73880,73880,73880,73880,73969.36,0,1397.6,0,0,30.63261,-87.0353,Residential,Wood,1
972388,FL,SANTA ROSA COUNTY,1800,1800,1800,1800,1800,2530.8,0,36,0,0,30.63261,-87.0353,Residential,Wood,1
373252,FL,SANTA ROSA COUNTY,270,270,270,270,270,381.08,0,5.3,0,0,30.63261,-87.0353,Residential,Wood,1
887337,FL,SANTA ROSA COUNTY,270,270,270,270,270,387.12,0,5.3,0,0,30.63261,-87.0353,Residential,Wood,1
638990,FL,SANTA ROSA COUNTY,270,270,270,270,270,233.89,0,5.3,0,0,30.63261,-87.0353,Residential,Wood,1
599960,FL,SANTA ROSA COUNTY,270,270,270,270,270,333.13,0,5.3,0,0,30.63261,-87.0353,Residential,Wood,1
171918,FL,SANTA ROSA COUNTY,270,270,270,270,270,286.39,0,5.3,0,0,30.63261,-87.0353,Residential,Wood,1
217587,FL,SANTA ROSA COUNTY,270,270,270,270,270,358.28,0,5.3,0,0,30.63261,-87.0353,Residential,Wood,1
231099,FL,SANTA ROSA COUNTY,270,270,270,270,270,258.73,0,5.3,0,0,30.63261,-87.0353,Residential,Wood,1
713806,FL,SANTA ROSA COUNTY,270,270,270,270,270,293.3,0,5.3,0,0,30.63261,-87.0353,Residential,Wood,1
788238,FL,SANTA ROSA COUNTY,270,270,270,270,270,286.56,0,5.3,0,0,30.63261,-87.0353,Residential,Wood,1
530556,FL,SANTA ROSA COUNTY,270,270,270,270,270,361.39,0,5.3,0,0,30.63261,-87.0353,Residential,Wood,1
131531,FL,SANTA ROSA COUNTY,1330,1330,1330,1330,1330,1333.36,0,28.8,0,0,30.63261,-87.0353,Residential,Wood,1
513359,FL,SANTA ROSA COUNTY,1330,1330,1330,1330,1330,2310.39,0,28.8,0,0,30.63261,-87.0353,Residential,Wood,1
752963,FL,SANTA ROSA COUNTY,3330,3330,3330,3330,3330,3225.63,0,66.6,0,0,30.63261,-87.0353,Residential,Wood,1
277531,FL,SANTA ROSA COUNTY,530,530,530,530,530,636.38,0,10.8,0,0,30.63261,-87.0353,Residential,Wood,1
185300,FL,SANTA ROSA COUNTY,530,530,530,530,530,631.57,0,10.8,0,0,30.63261,-87.0353,Residential,Wood,1
523308,FL,SANTA ROSA COUNTY,530,530,530,530,530,331.35,0,10.8,0,0,30.63261,-87.0353,Residential,Wood,1
151125,FL,SANTA ROSA COUNTY,900,900,900,900,900,1333.32,0,18,0,0,30.63261,-87.0353,Residential,Wood,1
288379,FL,SANTA ROSA COUNTY,900,900,900,900,900,703.53,0,18,0,0,30.63261,-87.0353,Residential,Wood,1
190358,FL,SANTA ROSA COUNTY,900,900,900,900,900,1233.15,0,18,0,0,30.63261,-87.0353,Residential,Wood,1
355733,FL,SANTA ROSA COUNTY,720,720,720,720,720,1202.95,0,13.3,0,0,30.63261,-87.0353,Residential,Wood,1
382235,FL,SANTA ROSA COUNTY,720,720,720,720,720,1003.37,0,13.3,0,0,30.63261,-87.0353,Residential,Wood,1
331119,FL,SANTA ROSA COUNTY,8910,8910,8910,8910,8910,11976.82,0,178.2,0,0,30.63261,-87.0353,Residential,Wood,1
103872,FL,SANTA ROSA COUNTY,2610,2610,2610,2610,2610,3910.87,0,52.2,0,0,30.63261,-87.0353,Residential,Wood,1
805903,FL,SANTA ROSA COUNTY,2610,2610,2610,2610,2610,3783.89,0,52.2,0,0,30.63261,-87.0353,Residential,Wood,1
369338,FL,SANTA ROSA COUNTY,2610,2610,2610,2610,2610,3372.26,0,52.2,0,0,30.63261,-87.0353,Residential,Wood,1
596275,FL,SANTA ROSA COUNTY,13500,13500,13500,13500,13500,17192.39,0,270,0,0,30.63261,-87.0353,Residential,Wood,1
137252,FL,SANTA ROSA COUNTY,180,180,180,180,180,177.53,0,3.6,0,0,30.63261,-87.0353,Residential,Wood,1
502630,FL,SANTA ROSA COUNTY,180,180,180,180,180,183.51,0,3.6,0,0,30.63261,-87.0353,Residential,Wood,1
816299,FL,SANTA ROSA COUNTY,180,180,180,180,180,139.59,0,3.6,0,0,30.63261,-87.0353,Residential,Wood,1
381389,FL,SANTA ROSA COUNTY,180,180,180,180,180,162.26,0,3.6,0,0,30.63261,-87.0353,Residential,Wood,1
553179,FL,SANTA ROSA COUNTY,180,180,180,180,180,192.22,0,3.6,0,0,30.63261,-87.0353,Residential,Wood,1
936233,FL,SANTA ROSA COUNTY,90,90,90,90,90,111.25,0,1.8,0,0,30.63261,-87.0353,Residential,Wood,1
781798,FL,SANTA ROSA COUNTY,90,90,90,90,90,107.81,0,1.8,0,0,30.63261,-87.0353,Residential,Wood,1
375332,FL,SANTA ROSA COUNTY,90,90,90,90,90,79.99,0,1.8,0,0,30.63261,-87.0353,Residential,Wood,1
725123,FL,SANTA ROSA COUNTY,90,90,90,90,90,137.37,0,1.8,0,0,30.63261,-87.0353,Residential,Wood,1
873323,FL,SANTA ROSA COUNTY,90,90,90,90,90,117.68,0,1.8,0,0,30.63261,-87.0353,Residential,Wood,1
683878,FL,SANTA ROSA COUNTY,90,90,90,90,90,112.09,0,1.8,0,0,30.63261,-87.0353,Residential,Wood,1
837313,FL,SANTA ROSA COUNTY,8550,8550,8550,8550,8550,11386.22,0,171,0,0,30.63261,-87.0353,Residential,Wood,1
291589,FL,SANTA ROSA COUNTY,8550,8550,8550,8550,8550,8618.3,0,171,0,0,30.63261,-87.0353,Residential,Wood,1
126027,FL,SANTA ROSA COUNTY,8550,8550,8550,8550,8550,13325.56,0,171,0,0,30.63261,-87.0353,Residential,Wood,1
358078,FL,SANTA ROSA COUNTY,21870,21870,21870,21870,21870,26665.52,0,337.3,0,0,30.63261,-87.0353,Residential,Wood,1
653633,FL,SANTA ROSA COUNTY,21870,21870,21870,21870,21870,18559.25,0,337.3,0,0,30.63261,-87.0353,Residential,Wood,1
659077,FL,SANTA ROSA COUNTY,26010,26010,26010,26010,26010,31873.69,0,520.2,0,0,30.63261,-87.0353,Residential,Wood,1
777773,FL,SANTA ROSA COUNTY,33380,33380,33380,33380,33380,28855.31,0,687.6,0,0,30.63261,-87.0353,Residential,Wood,1
351262,FL,SANTA ROSA COUNTY,17630,17630,17630,17630,17630,13307.87,0,352.8,0,0,30.63261,-87.0353,Residential,Wood,1
166785,FL,SANTA ROSA COUNTY,350,350,350,350,350,678.5,0,9,0,0,30.63261,-87.0353,Residential,Wood,1
811502,FL,SANTA ROSA COUNTY,86300,86300,86300,86300,86300,113909.76,0,1728,0,0,30.63261,-87.0353,Residential,Wood,1
836396,FL,SANTA ROSA COUNTY,538630,538630,538630,538630,538630,781983.18,0,10972.8,0,0,30.851336,-86.877708,Residential,Masonry,3
333322,FL,SANTA ROSA COUNTY,197280,197280,197280,197280,197280,306323.19,0,3935.6,0,0,30.851336,-86.877708,Residential,Wood,3
916366,FL,SANTA ROSA COUNTY,1005291,1005291,1005291,1005291,1005291,1381798.93,0,0,0,0,30.851336,-86.877708,Residential,Masonry,3
